46.41,14.99,59.43,1,2->9->6->4->0->3->1->7->8->5,679.807128
49.25,11.94,61.34,2,4->1->5->0->7->2->3->6->9->8,691.743367
50.25,11.83,62.00,3,5->4->1->2->9->6->7->0->3->8,755.826636
46.53,20.63,59.49,4,3->8->4->9->2->6->0->1->5->7,718.608439
48.61,12.43,62.70,5,9->5->2->4->7->1->0->8->6->3,707.388411
