82.97,21.22,99.91,42,1->4->2->0->3,1753.148499
76.84,28.76,99.90,0,2->0->1->3->4,1009.584147
77.72,27.67,99.91,0,2->0->1->3->4,545.111326
76.11,29.62,99.89,0,2->0->1->3->4,640.630780
