stage,task,accuracy,micro-f1,macro-f1,seed
0.0,0.0,100.0,100.0,100.0,2.0
1.0,0.0,93.65,93.65,93.62,2.0
1.0,1.0,99.5,99.5,99.5,2.0
2.0,0.0,63.82,63.82,57.76,2.0
2.0,1.0,86.54,86.54,86.22,2.0
2.0,2.0,99.76,99.76,99.76,2.0
3.0,0.0,69.21,69.21,67.28,2.0
3.0,1.0,84.52,84.52,84.06,2.0
3.0,2.0,94.66,94.66,94.65,2.0
3.0,3.0,99.9,99.9,99.9,2.0
4.0,0.0,72.47,72.47,72.46,2.0
4.0,1.0,91.02,91.02,90.98,2.0
4.0,2.0,89.42,89.42,89.33,2.0
4.0,3.0,99.6,99.6,99.6,2.0
4.0,4.0,99.95,99.95,99.95,2.0
