stage,task,accuracy,micro-f1,macro-f1,seed
0.0,0.0,99.8,99.8,99.8,42.0
1.0,0.0,81.44,81.44,80.76,42.0
1.0,1.0,99.7,99.7,99.7,42.0
2.0,0.0,39.67,39.67,30.02,42.0
2.0,1.0,89.21,89.21,89.12,42.0
2.0,2.0,100.0,100.0,100.0,42.0
3.0,0.0,43.93,43.93,40.06,42.0
3.0,1.0,65.25,65.25,62.98,42.0
3.0,2.0,94.88,94.88,94.88,42.0
3.0,3.0,99.95,99.95,99.95,42.0
4.0,0.0,56.61,56.61,55.63,42.0
4.0,1.0,88.2,88.2,88.17,42.0
4.0,2.0,84.95,84.95,84.95,42.0
4.0,3.0,94.0,94.0,93.92,42.0
4.0,4.0,99.95,99.95,99.95,42.0
