stage,task,accuracy,micro-f1,macro-f1,seed
0.0,0.0,99.95,99.95,99.95,1.0
1.0,0.0,86.23,86.23,86.15,1.0
1.0,1.0,99.76,99.76,99.76,1.0
2.0,0.0,27.11,27.11,26.72,1.0
2.0,1.0,67.68,67.68,63.81,1.0
2.0,2.0,99.39,99.39,99.39,1.0
3.0,0.0,49.47,49.47,42.43,1.0
3.0,1.0,73.02,73.02,72.9,1.0
3.0,2.0,87.04,87.04,86.95,1.0
3.0,3.0,99.86,99.86,99.86,1.0
4.0,0.0,26.09,26.09,25.33,1.0
4.0,1.0,41.67,41.67,33.73,1.0
4.0,2.0,54.21,54.21,52.8,1.0
4.0,3.0,85.77,85.77,85.75,1.0
4.0,4.0,100.0,100.0,100.0,1.0
