stage,task,accuracy,micro-f1,macro-f1,seed
0.0,0.0,99.95,99.95,99.95,0.0
1.0,0.0,91.41,91.41,91.4,0.0
1.0,1.0,99.95,99.95,99.95,0.0
2.0,0.0,26.09,26.09,21.33,0.0
2.0,1.0,72.1,72.1,71.05,0.0
2.0,2.0,99.76,99.76,99.76,0.0
3.0,0.0,30.1,30.1,29.54,0.0
3.0,1.0,78.87,78.87,78.86,0.0
3.0,2.0,73.41,73.41,71.65,0.0
3.0,3.0,100.0,100.0,100.0,0.0
4.0,0.0,70.44,70.44,68.27,0.0
4.0,1.0,39.48,39.48,35.0,0.0
4.0,2.0,79.82,79.82,79.29,0.0
4.0,3.0,90.99,90.99,90.95,0.0
4.0,4.0,99.8,99.8,99.8,0.0
