stage,task,accuracy,micro-f1,macro-f1,seed
0.0,0.0,99.86,99.86,99.86,4.0
1.0,0.0,99.01,99.01,99.0,4.0
1.0,1.0,100.0,100.0,100.0,4.0
2.0,0.0,99.15,99.15,99.14,4.0
2.0,1.0,99.5,99.5,99.5,4.0
2.0,2.0,99.51,99.51,99.51,4.0
3.0,0.0,97.83,97.83,97.82,4.0
3.0,1.0,95.92,95.92,95.92,4.0
3.0,2.0,96.82,96.82,96.81,4.0
3.0,3.0,99.39,99.39,99.39,4.0
4.0,0.0,97.54,97.54,97.54,4.0
4.0,1.0,96.42,96.42,96.42,4.0
4.0,2.0,96.91,96.91,96.91,4.0
4.0,3.0,98.64,98.64,98.64,4.0
4.0,4.0,99.95,99.95,99.95,4.0
