stage,task,accuracy,micro-f1,macro-f1,seed
0.0,0.0,81.25,81.25,81.19,42.0
1.0,0.0,65.25,65.25,64.77,42.0
1.0,1.0,90.55,90.55,90.55,42.0
2.0,0.0,67.5,67.5,67.5,42.0
2.0,1.0,73.5,73.5,72.55,42.0
2.0,2.0,83.8,83.8,83.74,42.0
3.0,0.0,67.9,67.9,67.9,42.0
3.0,1.0,79.6,79.6,79.52,42.0
3.0,2.0,70.5,70.5,70.42,42.0
3.0,3.0,91.6,91.6,91.59,42.0
4.0,0.0,55.15,55.15,49.65,42.0
4.0,1.0,59.4,59.4,51.71,42.0
4.0,2.0,61.75,61.75,57.98,42.0
4.0,3.0,77.75,77.75,77.17,42.0
4.0,4.0,92.65,92.65,92.64,42.0
