stage,task,accuracy,micro-f1,macro-f1,seed
0.0,0.0,81.9,81.9,81.89,42.0
1.0,0.0,80.2,80.2,80.14,42.0
1.0,1.0,76.75,76.75,76.11,42.0
2.0,0.0,74.6,74.6,74.57,42.0
2.0,1.0,62.85,62.85,58.63,42.0
2.0,2.0,87.35,87.35,87.32,42.0
3.0,0.0,23.45,23.45,23.18,42.0
3.0,1.0,60.7,60.7,54.35,42.0
3.0,2.0,75.75,75.75,74.68,42.0
3.0,3.0,94.05,94.05,94.05,42.0
4.0,0.0,45.5,45.5,31.35,42.0
4.0,1.0,44.85,44.85,36.51,42.0
4.0,2.0,56.9,56.9,47.18,42.0
4.0,3.0,62.2,62.2,56.46,42.0
4.0,4.0,95.45,95.45,95.45,42.0
